"age","y"
"g1",13319.5
"g1",13344.5
"g1",13356.5
"g1",13382
"g1",13402
"g1",13423
"g1",13446.5
"g1",13464
"g1",13464.5
"g1",13481.5
"g1",13561
"g1",13597
"g1",13694
"g1",13736.5
"g1",13788
"g1",13808
"g1",13822
"g1",13835
"g1",13852
"g1",13865.5
"g1",13937.5
"g1",13949.5
"g1",14035
"g1",14097
"g1",14118.5
"g1",14134.5
"g1",14161
"g1",14167.5
"g1",14179
"g1",14220.5
"g1",14247.5
"g1",14247.5
"g1",14289
"g1",14297
"g1",14319
"g1",14361.5
"g1",14559
"g1",14591
"g1",14633.5
"g1",14639.5
"g1",14684
"g1",14716.5
"g1",14721.5
"g1",14729
"g1",14742
"g1",14753.5
"g1",14781
"g1",14948.5
"g1",15044.5
"g1",15062.5
"g1",15085.5
"g1",15085.5
"g1",15085.5
"g1",15085.5
"g1",15113
"g1",15117.5
"g1",15152
"g1",15193.5
"g1",15235
"g1",15271.5
"g1",15292.5
"g1",15356.5
"g1",15388.5
"g1",15401.5
"g1",15408.5
"g1",15415.5
"g1",15424
"g1",15484
"g1",15500.5
"g1",15612
"g1",15631
"g1",15678
"g1",15725.5
"g1",15767
"g1",15783
"g1",15870.5
"g1",15883
"g1",15910
"g1",15910
"g1",15931.5
"g1",15955.5
"g1",15964.5
"g1",16025.5
"g1",16033
"g1",16061
"g1",16089
"g1",16161
"g1",16174
"g1",16240
"g1",16245
"g1",16301.5
"g1",16366.5
"g1",16419
"g1",16474
"g1",16474.5
"g1",16479
"g1",16483
"g1",16486
"g1",16526
"g1",16579.5
"g1",16585
"g1",16632.5
"g1",16658.5
"g1",16709
"g1",16715.5
"g1",16789
"g1",16800.5
"g1",16803
"g1",16817
"g1",16869.5
"g1",16884.5
"g1",16932.5
"g1",16940
"g1",16947.5
"g1",16992
"g1",17009.5
"g1",17027.5
"g1",17043.5
"g1",17051
"g1",17051
"g1",17103.5
"g1",17146.5
"g1",17174
"g1",17219
"g1",17287
"g1",17411
"g1",17559
"g1",17572.5
"g1",17574.5
"g1",17583.5
"g1",17585
"g1",17603
"g1",17614.5
"g1",17651
"g1",17688
"g1",17696.5
"g1",17713
"g1",17719
"g1",17733
"g1",17754
"g1",17834
"g1",17849.5
"g1",17919
"g1",17937.5
"g1",17971
"g1",17980.5
"g1",17981.5
"g1",18030.5
"g1",18036
"g1",18103
"g1",18118
"g1",18163
"g1",18198
"g1",18211.5
"g1",18252
"g1",18272.5
"g1",18411
"g1",18417.5
"g1",18419
"g1",18452
"g1",18495.5
"g1",18504.5
"g1",18547
"g1",18577.5
"g1",18655
"g1",18689
"g1",18732.5
"g1",18754
"g1",18754.5
"g1",18759
"g1",18765
"g1",18795.5
"g1",18823
"g1",18848.5
"g1",18869.5
"g1",18919
"g1",18960.5
"g1",18974.5
"g1",19067.5
"g1",19077
"g1",19087.5
"g1",19099.5
"g1",19144.5
"g1",19285.5
"g1",19303.5
"g1",19426
"g1",19427
"g1",19446
"g1",19481.5
"g1",19511.5
"g1",19585
"g1",19633.5
"g1",19648
"g1",19687
"g1",19691
"g1",19703.5
"g1",19710
"g1",19798.5
"g1",19834.5
"g1",19835
"g1",19839.5
"g1",19845
"g1",19935
"g1",19958
"g1",19979.5
"g1",19991
"g1",20004.5
"g1",20023.5
"g1",20074.5
"g1",20087.5
"g1",20100.5
"g1",20100.5
"g1",20142
"g1",20149.5
"g1",20151
"g1",20221.5
"g1",20312
"g1",20439.5
"g1",20472
"g1",20497
"g1",20517
"g1",20519.5
"g1",20553.5
"g1",20630
"g1",20636
"g1",20638
"g1",20725.5
"g1",20732.5
"g1",20745
"g1",20776.5
"g1",20788
"g1",20806
"g1",20827.5
"g1",20843
"g1",20901.5
"g1",20911
"g1",20957
"g1",20973
"g1",20973
"g1",20977
"g1",20990
"g1",20993.5
"g1",20994.5
"g1",21008
"g1",21018
"g1",21058.5
"g1",21085
"g1",21160
"g1",21194
"g1",21232.5
"g1",21234.5
"g1",21243.5
"g1",21310
"g1",21323.5
"g1",21341.5
"g1",21376.5
"g1",21378.5
"g1",21384.5
"g1",21398
"g1",21401.5
"g1",21413
"g1",21414
"g1",21470.5
"g1",21601
"g1",21601
"g1",21607
"g1",21680.5
"g1",21694.5
"g1",21708.5
"g1",21771.5
"g1",21799
"g1",21803
"g1",21851.5
"g1",22005.5
"g1",22006
"g1",22118.5
"g1",22157
"g1",22161.5
"g1",22161.5
"g1",22175.5
"g1",22184
"g1",22185.5
"g1",22217
"g1",22257.5
"g1",22271
"g1",22276.5
"g1",22286
"g1",22334.5
"g1",22400
"g1",22469.5
"g1",22568
"g1",22619.5
"g1",22628.5
"g1",22877.5
"g1",22986
"g1",23180
"g1",23226.5
"g1",23246.5
"g1",23252
"g1",23283
"g1",23295
"g1",23296
"g1",23325.5
"g1",23384.5
"g1",23412
"g1",23425.5
"g1",23439.5
"g1",23453
"g1",23480.5
"g1",23552
"g1",23565.5
"g1",23628
"g1",23636.5
"g1",23668
"g1",23722
"g1",23841
"g1",23846
"g1",23847
"g1",23857.5
"g1",23864.5
"g1",23879
"g1",23885
"g1",23893
"g1",23920
"g1",24004
"g1",24051
"g1",24056.5
"g1",24085
"g1",24098
"g1",24162
"g1",24197
"g1",24309.5
"g1",24319.5
"g1",24323
"g1",24405
"g1",24438.5
"g1",24476.5
"g1",24479
"g1",24594
"g1",24689
"g1",24697
"g1",24703
"g1",24752
"g1",24772
"g1",24773.5
"g1",24837.5
"g1",24865.5
"g1",24906.5
"g1",24944.5
"g1",24986
"g1",24992
"g1",25003.5
"g1",25006
"g1",25016
"g1",25074.5
"g1",25128
"g1",25156.5
"g1",25177
"g1",25203.5
"g1",25225
"g1",25253.5
"g1",25307.5
"g1",25365
"g1",25425.5
"g1",25437
"g1",25454
"g1",25510
"g1",25555.5
"g1",25558
"g1",25610
"g1",25628
"g1",25632
"g1",25644.5
"g1",25699.5
"g1",25700
"g1",25744.5
"g1",25750
"g1",25770.5
"g1",25786
"g1",25893.5
"g1",25926
"g1",25940
"g1",25995
"g1",26009.5
"g1",26041.5
"g1",26174
"g1",26174.5
"g1",26210.5
"g1",26214.5
"g1",26239
"g1",26290
"g1",26335.5
"g1",26366.5
"g1",26386.5
"g1",26406.5
"g1",26420.5
"g1",26448.5
"g1",26458.5
"g1",26579
"g1",26598.5
"g1",26606
"g1",26636.5
"g1",26674.5
"g1",26681
"g1",26724
"g1",26753
"g1",26778
"g1",26792
"g1",26792
"g1",26834
"g1",26853.5
"g1",26901
"g1",27037.5
"g1",27042
"g1",27052.5
"g1",27062
"g1",27165
"g1",27190
"g1",27228.5
"g1",27231
"g1",27272.5
"g1",27286
"g1",27289
"g1",27327.5
"g1",27493
"g1",27500.5
"g1",27501.5
"g1",27506.5
"g1",27517
"g1",27665.5
"g1",27708.5
"g1",27752
"g1",27755
"g1",27767
"g1",27797.5
"g1",27904
"g1",27962
"g1",27993
"g1",28055
"g1",28055.5
"g1",28068.5
"g1",28084.5
"g1",28228
"g1",28277
"g1",28321.5
"g1",28343.5
"g1",28348.5
"g1",28440.5
"g1",28509
"g1",28521.5
"g1",28646.5
"g1",28763
"g1",28812.5
"g1",28820.5
"g1",28840
"g1",28942
"g1",28976.5
"g1",29038
"g1",29072.5
"g1",29156
"g1",29168
"g1",29191
"g1",29211
"g1",29334.5
"g1",29338
"g1",29339
"g1",29430
"g1",29443
"g1",29552
"g1",29586
"g1",29599
"g1",29609
"g1",29690.5
"g1",29718
"g1",29786.5
"g1",29826
"g1",29862.5
"g1",29875
"g1",29891
"g1",29935.5
"g1",29947
"g1",29972.5
"g1",30019
"g1",30021
"g1",30062
"g1",30083.5
"g1",30093.5
"g1",30116.5
"g1",30130.5
"g1",30144
"g1",30148
"g1",30161.5
"g1",30170.5
"g1",30199
"g1",30221.5
"g1",30282.5
"g1",30305.5
"g1",30311.5
"g1",30316.5
"g1",30358.5
"g1",30372.5
"g1",30410
"g1",30419.5
"g1",30448
"g1",30539.5
"g1",30646
"g1",30686.5
"g1",30771.5
"g1",30833.5
"g1",30885
"g1",30900
"g1",30982.5
"g1",30994.5
"g1",30995.5
"g1",31023
"g1",31060.5
"g1",31181.5
"g1",31215.5
"g1",31215.5
"g1",31259.5
"g1",31380.5
"g1",31490
"g1",31593.5
"g1",31660.5
"g1",31694
"g1",31769.5
"g1",31784
"g1",31845.5
"g1",31943
"g1",31985.5
"g1",32080
"g1",32081
"g1",32104.5
"g1",32168.5
"g1",32172.5
"g1",32177.5
"g1",32177.5
"g1",32234.5
"g1",32238.5
"g1",32246
"g1",32273.5
"g1",32298
"g1",32473
"g1",32483.5
"g1",32521.5
"g1",32567
"g1",32646
"g1",32672
"g1",32727.5
"g1",32748.5
"g1",32809
"g1",32906.5
"g1",32985.5
"g1",32986
"g1",33043.5
"g1",33070.5
"g1",33120
"g1",33125
"g1",33156
"g1",33244.5
"g1",33276
"g1",33358.5
"g1",33402
"g1",33482.5
"g1",33524
"g1",33763.5
"g1",33811.5
"g1",33836.5
"g1",33935.5
"g1",33940
"g1",34048
"g1",34209
"g1",34251.5
"g1",34334.5
"g1",34348.5
"g1",34349.5
"g1",34361.5
"g1",34568
"g1",34581.5
"g1",34598
"g1",34671.5
"g1",34711
"g1",34738.5
"g1",34759
"g1",34769.5
"g1",34795.5
"g1",34874.5
"g1",34898
"g1",34967
"g1",35012
"g1",35203.5
"g1",35220
"g1",35229
"g1",35341.5
"g1",35414
"g1",35516.5
"g1",35537.5
"g1",35577
"g1",35859.5
"g1",35896.5
"g1",35956.5
"g1",36013
"g1",36124
"g1",36153.5
"g1",36169.5
"g1",36259.5
"g1",36337.5
"g1",36452
"g1",36464
"g1",36634.5
"g1",36693
"g1",36748
"g1",36822.5
"g1",36823
"g1",36825.5
"g1",36899.5
"g1",36908.5
"g1",36973.5
"g1",37098
"g1",37117
"g1",37171.5
"g1",37251
"g1",37756
"g1",38011.5
"g1",38201.5
"g1",38210
"g1",38427.5
"g1",38710.5
"g1",38924.5
"g1",38989.5
"g1",39047
"g1",39119.5
"g1",39364
"g1",39549
"g1",39923.5
"g1",40141.5
"g1",40366.5
"g1",40379.5
"g1",40773.5
"g1",40893.5
"g1",40897
"g1",41019
"g1",41054.5
"g1",41108
"g1",41231
"g1",41317.5
"g1",41465.5
"g1",41738.5
"g1",41904.5
"g1",41923
"g1",41962.5
"g1",42130
"g1",42166.5
"g1",42317
"g1",42343
"g1",42364.5
"g1",42516.5
"g1",42831.5
"g1",42909
"g1",43004.5
"g1",43030.5
"g1",43175.5
"g1",43232
"g1",43266.5
"g1",43364
"g1",43389
"g1",43793.5
"g1",43995
"g1",44011
"g1",44104
"g1",44201
"g1",44359.5
"g1",44567.5
"g1",44581
"g1",44647.5
"g1",44655.5
"g1",44750
"g1",44886
"g1",45040
"g1",45231.5
"g1",45264
"g1",45410
"g1",45417.5
"g1",45516
"g1",45656
"g1",45669
"g1",45873
"g1",45906.5
"g1",46026.5
"g1",46592
"g1",46629.5
"g1",46652
"g1",46961
"g1",47002
"g1",47003
"g1",47067
"g1",47326
"g1",47388
"g1",47617.5
"g1",47764.5
"g1",47764.5
"g1",47773
"g1",47836.5
"g1",47943
"g1",48683
"g1",48935
"g1",48938
"g1",49585.5
"g1",49612.5
"g1",49738.5
"g1",49764
"g1",49943
"g1",50009.5
"g1",50366
"g1",51024.5
"g1",51311.5
"g1",51729
"g1",52227.5
"g1",52282
"g1",52374
"g1",52677.5
"g1",52773
"g1",53050.5
"g1",53609.5
"g1",53789
"g1",54407.5
"g1",55674
"g1",55786
"g1",55899.5
"g1",56740.5
"g1",57892
"g1",58199.5
"g1",58426.5
"g1",58625.5
"g1",59274
"g1",60011
"g1",60569.5
"g1",60775
"g1",61057.5
"g1",61462.5
"g1",61794.5
"g1",62004.5
"g1",62075.5
"g1",62994.5
"g1",63672.5
"g1",63917
"g1",64039.5
"g1",64306.5
"g1",64424.5
"g1",65581.5
"g1",68068
"g1",68270.5
"g1",68558.5
"g1",68662.5
"g1",69160.5
"g1",69239.5
"g1",69314
"g1",70578.5
"g1",70587.5
"g1",70616.5
"g1",71033
"g1",75377
"g1",78492.5
"g1",80905.5
"g1",83769
"g1",83810.5
"g1",83810.5
"g1",83810.5
"g1",83810.5
