"wage","education","experience","ethnicity","smsa","region","parttime"
617.28,17,16,"cauc","yes","midwest","no"
617.28,14,21,"afam","no","midwest","no"
130.58,16,0,"afam","no","midwest","yes"
902.18,16,23,"cauc","no","midwest","no"
118.71,13,5,"cauc","no","midwest","no"
166.19,15,3,"cauc","no","midwest","no"
113.96,11,1,"cauc","no","midwest","no"
949.67,18,26,"cauc","yes","midwest","no"
411.52,18,6,"cauc","yes","midwest","yes"
902.18,18,36,"cauc","yes","midwest","no"
761.32,15,1,"cauc","yes","midwest","no"
569.8,12,22,"cauc","yes","midwest","no"
164.61,16,0,"cauc","yes","midwest","no"
474.83,13,9,"cauc","no","midwest","no"
546.06,12,35,"cauc","no","midwest","no"
123.46,11,14,"cauc","no","midwest","yes"
546.06,12,19,"cauc","no","midwest","no"
493.83,12,14,"cauc","no","midwest","no"
830.96,16,6,"cauc","no","midwest","no"
830.96,18,26,"cauc","no","midwest","no"
296.77,10,25,"cauc","no","midwest","no"
71.23,14,4,"cauc","no","midwest","yes"
555.56,13,18,"afam","no","midwest","no"
497.39,16,6,"cauc","no","midwest","no"
144.03,12,17,"cauc","no","midwest","no"
474.83,14,16,"cauc","no","midwest","no"
357.31,14,21,"cauc","no","midwest","no"
71.57,13,-1,"cauc","no","midwest","yes"
878.44,12,36,"cauc","no","midwest","no"
491.45,14,13,"cauc","no","midwest","no"
396.79,12,22,"cauc","no","midwest","no"
498.58,12,8,"cauc","no","midwest","no"
735.99,14,19,"cauc","no","midwest","no"
671.89,17,18,"cauc","no","midwest","no"
138.89,15,-1,"cauc","no","midwest","no"
736.49,12,13,"cauc","no","midwest","no"
992.06,14,7,"cauc","yes","midwest","no"
257.41,17,7,"cauc","yes","midwest","yes"
522.32,14,12,"cauc","no","midwest","no"
712.25,14,22,"cauc","yes","midwest","no"
159.47,15,-1,"cauc","yes","midwest","yes"
61.73,12,20,"afam","yes","midwest","yes"
593.54,12,17,"cauc","no","midwest","no"
237.42,12,8,"cauc","no","midwest","no"
2374.15,14,34,"cauc","yes","midwest","no"
284.9,12,7,"cauc","yes","midwest","no"
82.3,14,-1,"cauc","yes","midwest","no"
589.41,12,31,"cauc","yes","midwest","no"
688.51,18,9,"cauc","yes","midwest","no"
780.89,12,40,"cauc","yes","midwest","no"
498.77,14,17,"cauc","yes","midwest","no"
712.25,12,16,"cauc","yes","midwest","no"
1187.08,13,28,"cauc","no","midwest","no"
712.25,13,21,"cauc","no","midwest","no"
588.79,14,14,"cauc","no","midwest","no"
474.83,12,13,"cauc","no","midwest","no"
580.4,16,5,"cauc","no","midwest","no"
315.5,16,0,"cauc","no","midwest","no"
128.81,8,50,"cauc","no","midwest","no"
830.96,15,15,"cauc","no","midwest","no"
665.95,18,34,"cauc","no","midwest","no"
546.06,13,13,"cauc","no","midwest","no"
668.85,10,48,"cauc","no","midwest","yes"
1229.82,16,13,"cauc","yes","midwest","no"
735.99,16,10,"cauc","yes","midwest","no"
227.67,13,0,"cauc","yes","midwest","no"
280.66,12,0,"cauc","yes","midwest","no"
379.87,18,8,"cauc","no","midwest","no"
469.21,12,33,"cauc","no","midwest","no"
432.85,12,16,"cauc","no","midwest","no"
700.38,12,20,"cauc","no","midwest","no"
481.29,12,18,"cauc","yes","midwest","no"
593.54,14,16,"cauc","no","midwest","no"
854.7,17,32,"cauc","no","midwest","no"
593.54,17,23,"cauc","no","midwest","no"
239.51,8,26,"cauc","no","midwest","no"
246.91,8,35,"cauc","no","midwest","no"
228.13,14,6,"cauc","no","midwest","no"
77.16,12,28,"cauc","no","midwest","no"
664.77,18,13,"cauc","no","midwest","no"
622.03,12,9,"cauc","no","midwest","no"
308.64,8,38,"cauc","yes","midwest","no"
734.86,14,24,"cauc","yes","midwest","no"
569.8,12,29,"cauc","yes","midwest","no"
619.18,13,35,"cauc","yes","midwest","no"
759.73,17,7,"cauc","yes","midwest","no"
279.84,12,8,"cauc","yes","midwest","no"
302.47,12,6,"cauc","yes","midwest","no"
329.3,13,33,"cauc","no","midwest","no"
456.27,16,11,"cauc","no","midwest","no"
632.72,13,10,"cauc","no","midwest","no"
295.2,12,7,"cauc","no","midwest","no"
61.73,17,-1,"cauc","no","midwest","yes"
308.64,16,8,"cauc","no","midwest","no"
652.9,16,25,"cauc","yes","midwest","no"
372.74,14,3,"cauc","yes","midwest","no"
2374.15,18,19,"cauc","yes","midwest","no"
94.41,12,1,"cauc","yes","midwest","no"
1000.71,18,19,"cauc","yes","midwest","no"
712.25,13,16,"cauc","yes","midwest","no"
830.96,16,16,"cauc","yes","midwest","no"
92.59,15,5,"cauc","yes","midwest","yes"
439.22,17,3,"cauc","no","midwest","no"
569.8,12,10,"cauc","no","midwest","no"
349,14,1,"cauc","yes","midwest","no"
518.52,12,8,"cauc","no","midwest","no"
370.37,12,10,"cauc","no","midwest","no"
712.25,14,15,"cauc","no","midwest","no"
730.86,12,13,"cauc","no","midwest","no"
2374.15,18,11,"cauc","yes","midwest","no"
795.35,12,30,"cauc","yes","midwest","no"
356.13,12,36,"cauc","yes","midwest","no"
451.09,12,13,"cauc","yes","midwest","no"
237.42,12,37,"cauc","yes","midwest","no"
248.1,13,6,"cauc","yes","midwest","no"
712.25,13,20,"cauc","yes","midwest","no"
617.28,12,43,"cauc","yes","midwest","yes"
186.32,12,3,"cauc","yes","midwest","yes"
118.71,12,18,"cauc","no","midwest","no"
189.93,16,4,"cauc","no","midwest","no"
663.13,15,20,"cauc","no","midwest","no"
712.25,11,20,"cauc","no","midwest","no"
237.42,14,2,"cauc","no","midwest","no"
332.38,13,18,"cauc","no","midwest","no"
332.38,17,18,"cauc","no","midwest","no"
379.87,12,38,"cauc","no","midwest","no"
356.13,12,13,"cauc","no","midwest","no"
189.65,16,1,"cauc","no","midwest","no"
641.03,18,5,"cauc","no","midwest","no"
525.35,12,12,"cauc","no","midwest","no"
142.45,12,50,"cauc","no","midwest","yes"
474.83,12,13,"cauc","no","midwest","no"
712.25,16,27,"cauc","no","midwest","no"
130.51,18,3,"cauc","yes","midwest","yes"
287.42,18,1,"cauc","yes","midwest","yes"
296.77,15,6,"cauc","yes","midwest","no"
676.64,12,19,"cauc","yes","midwest","no"
830.96,12,12,"cauc","yes","midwest","no"
90.86,14,14,"cauc","yes","midwest","yes"
997.15,16,18,"cauc","yes","midwest","no"
427.35,12,8,"cauc","yes","midwest","no"
593.54,12,13,"cauc","yes","midwest","no"
356.13,10,28,"cauc","yes","midwest","no"
253.88,12,2,"cauc","yes","midwest","no"
759.73,16,31,"cauc","no","midwest","no"
759.73,18,6,"cauc","no","midwest","no"
688.51,8,40,"cauc","no","midwest","no"
144.03,15,0,"cauc","no","midwest","no"
533.88,8,41,"cauc","no","midwest","no"
987.65,7,41,"cauc","no","midwest","no"
925.93,12,43,"cauc","no","midwest","no"
474.83,10,18,"cauc","no","midwest","no"
174.29,12,10,"cauc","no","midwest","no"
205.76,16,2,"cauc","yes","midwest","no"
246.91,16,3,"cauc","yes","midwest","no"
106.84,16,8,"cauc","yes","midwest","yes"
344.25,12,11,"cauc","yes","midwest","no"
274.35,12,6,"cauc","yes","midwest","no"
629.15,12,11,"cauc","yes","midwest","no"
712.25,18,17,"cauc","no","midwest","no"
1424.5,16,36,"cauc","no","midwest","no"
510.45,12,12,"cauc","no","midwest","no"
432.1,13,26,"cauc","no","midwest","no"
854.7,16,28,"cauc","yes","midwest","no"
569.8,14,14,"cauc","yes","midwest","no"
1258.31,12,31,"cauc","yes","midwest","no"
1068.38,18,26,"cauc","yes","midwest","no"
712.25,16,16,"cauc","yes","midwest","no"
67.9,3,46,"cauc","no","midwest","yes"
712.25,13,15,"cauc","no","midwest","no"
308.64,16,0,"cauc","yes","midwest","no"
427.35,16,3,"cauc","yes","midwest","no"
593.54,12,22,"cauc","yes","midwest","no"
1068.38,18,36,"cauc","yes","midwest","no"
589.43,12,17,"cauc","yes","midwest","no"
807.22,17,9,"cauc","yes","midwest","no"
384.62,14,6,"cauc","yes","midwest","no"
299.15,11,14,"afam","yes","midwest","no"
320.99,16,8,"cauc","yes","midwest","no"
973.41,18,21,"cauc","yes","midwest","no"
823.05,12,15,"cauc","yes","midwest","no"
427.35,12,21,"cauc","yes","midwest","no"
617.28,18,34,"cauc","no","midwest","no"
83.33,15,8,"cauc","no","midwest","no"
185.19,12,50,"cauc","no","midwest","no"
360.08,12,6,"cauc","no","midwest","no"
488.68,12,13,"cauc","no","midwest","no"
569.8,13,7,"cauc","no","midwest","no"
283.4,12,11,"cauc","no","midwest","no"
569.8,17,2,"cauc","no","midwest","no"
474.83,12,26,"cauc","no","midwest","no"
285.23,14,17,"cauc","no","midwest","no"
131.8,12,20,"cauc","no","midwest","no"
1020.89,13,41,"cauc","no","midwest","no"
494.99,16,7,"cauc","no","midwest","no"
82.3,12,0,"cauc","no","midwest","no"
267.93,16,25,"cauc","yes","midwest","no"
313.39,11,16,"cauc","yes","midwest","no"
902.18,13,26,"cauc","yes","midwest","no"
246.91,14,0,"cauc","yes","midwest","yes"
685.3,14,6,"cauc","yes","midwest","no"
61.73,13,0,"cauc","yes","midwest","yes"
536.28,12,17,"cauc","yes","midwest","no"
197.96,17,0,"cauc","yes","midwest","yes"
660.35,12,19,"afam","yes","midwest","no"
634.43,14,13,"cauc","yes","midwest","no"
438.67,17,26,"cauc","yes","midwest","no"
395.87,16,12,"cauc","no","midwest","no"
593.54,14,16,"cauc","no","midwest","no"
530.86,11,41,"cauc","no","midwest","no"
356.13,13,7,"cauc","no","midwest","no"
308.64,12,13,"cauc","no","midwest","no"
293.21,12,7,"cauc","no","midwest","no"
325.26,12,13,"cauc","no","midwest","no"
195.47,13,2,"cauc","yes","midwest","no"
320.51,15,1,"cauc","yes","midwest","no"
261.16,13,2,"cauc","yes","midwest","no"
985.28,13,39,"cauc","yes","midwest","no"
712.25,18,14,"cauc","no","midwest","no"
427.35,12,15,"cauc","no","midwest","no"
357.31,12,15,"cauc","no","midwest","no"
888.89,9,37,"cauc","no","midwest","no"
747.86,18,24,"cauc","no","midwest","no"
679.01,18,20,"cauc","no","midwest","no"
261.44,12,4,"cauc","yes","midwest","yes"
712.25,12,18,"cauc","yes","midwest","no"
196.09,12,0,"cauc","yes","midwest","no"
284.9,16,13,"cauc","no","midwest","no"
279.4,18,9,"cauc","yes","midwest","no"
182.05,12,0,"cauc","yes","midwest","yes"
759.73,14,30,"cauc","yes","midwest","no"
333.57,18,2,"cauc","yes","midwest","no"
617.28,12,37,"cauc","yes","midwest","no"
403.61,12,29,"cauc","yes","midwest","no"
534.19,17,12,"cauc","yes","midwest","no"
739.08,12,15,"cauc","yes","midwest","no"
199.43,13,22,"cauc","yes","midwest","no"
360.08,13,-1,"cauc","no","midwest","yes"
244.34,15,22,"cauc","no","midwest","no"
252.06,14,1,"cauc","no","midwest","no"
517.57,12,25,"cauc","no","midwest","no"
427.35,12,13,"cauc","no","midwest","no"
474.83,17,4,"cauc","no","midwest","no"
270.66,14,23,"cauc","no","midwest","no"
526.66,13,14,"cauc","no","midwest","no"
459.37,13,35,"cauc","no","midwest","no"
192.31,14,-1,"cauc","no","midwest","yes"
159.78,14,-1,"cauc","no","midwest","yes"
130.58,16,-1,"cauc","no","midwest","yes"
181.07,12,4,"cauc","no","midwest","no"
122.29,14,2,"cauc","no","midwest","yes"
72.62,12,11,"cauc","no","midwest","no"
213.68,8,42,"cauc","yes","midwest","no"
138.59,18,15,"cauc","yes","midwest","yes"
617.28,12,6,"cauc","no","midwest","no"
593.54,14,21,"cauc","no","midwest","no"
633.9,12,17,"cauc","no","midwest","no"
949.67,17,12,"cauc","yes","midwest","no"
949.67,18,26,"cauc","yes","midwest","no"
403.61,12,27,"cauc","yes","midwest","no"
249.29,14,9,"cauc","yes","midwest","no"
759.73,16,9,"cauc","yes","midwest","no"
949.67,12,19,"cauc","yes","midwest","no"
528.25,18,13,"cauc","yes","midwest","no"
498.58,12,15,"cauc","yes","midwest","no"
795.35,12,10,"cauc","no","midwest","no"
997.15,16,36,"cauc","no","midwest","no"
154.32,15,2,"cauc","no","midwest","no"
178.06,12,29,"cauc","no","midwest","no"
85.19,11,1,"cauc","no","midwest","yes"
379.87,12,9,"cauc","yes","midwest","no"
724.12,12,35,"cauc","yes","midwest","no"
249.29,16,6,"cauc","yes","midwest","no"
227.16,14,5,"cauc","yes","midwest","no"
448.72,12,20,"cauc","yes","midwest","no"
232.67,12,6,"cauc","yes","midwest","no"
601.46,12,5,"cauc","yes","midwest","yes"
451.09,16,3,"cauc","yes","midwest","no"
261.16,12,8,"cauc","yes","midwest","no"
356.13,18,4,"afam","yes","midwest","no"
522.32,15,3,"cauc","yes","midwest","no"
1037.04,12,39,"cauc","yes","midwest","no"
743.16,13,22,"cauc","yes","midwest","no"
176.54,12,6,"cauc","no","midwest","no"
342.94,12,7,"cauc","no","midwest","no"
451.09,12,4,"cauc","no","midwest","no"
842.83,12,29,"cauc","no","midwest","no"
783.48,12,8,"cauc","no","midwest","no"
356.13,12,9,"cauc","no","midwest","no"
249.29,12,21,"cauc","no","midwest","no"
417.85,12,21,"cauc","no","midwest","no"
664.77,14,15,"cauc","no","midwest","no"
1139.6,18,13,"cauc","no","midwest","no"
712.25,13,9,"cauc","no","midwest","no"
213.68,16,1,"cauc","yes","midwest","yes"
284.9,13,2,"cauc","yes","midwest","no"
522.32,16,9,"cauc","no","midwest","no"
254.32,8,19,"cauc","no","midwest","yes"
1234.57,12,33,"cauc","no","midwest","no"
807.22,16,7,"cauc","yes","midwest","no"
391.74,16,11,"cauc","yes","midwest","no"
255.14,14,41,"cauc","no","midwest","no"
176.95,16,9,"cauc","no","midwest","no"
474.83,12,11,"cauc","yes","midwest","no"
237.42,14,5,"cauc","yes","midwest","no"
561.17,8,53,"cauc","yes","midwest","no"
890.31,12,29,"cauc","yes","midwest","no"
356.13,15,0,"cauc","yes","midwest","yes"
118.71,14,-1,"cauc","yes","midwest","yes"
688.51,14,17,"cauc","yes","midwest","no"
949.67,12,20,"cauc","yes","midwest","no"
99.72,9,45,"cauc","yes","midwest","no"
277.78,14,0,"cauc","yes","midwest","no"
97.34,12,1,"cauc","yes","midwest","yes"
531.81,16,4,"cauc","yes","midwest","no"
427.35,8,30,"cauc","yes","midwest","no"
224.47,12,3,"cauc","yes","midwest","no"
581.67,16,13,"cauc","no","midwest","no"
593.54,13,19,"cauc","no","midwest","no"
188.46,16,28,"cauc","no","midwest","no"
51.73,12,1,"cauc","no","midwest","yes"
783.48,14,13,"cauc","yes","midwest","no"
712.25,14,33,"cauc","no","midwest","no"
316.56,14,13,"cauc","yes","midwest","no"
688.51,12,11,"cauc","yes","midwest","no"
273.03,17,6,"cauc","yes","midwest","yes"
548.15,12,6,"cauc","yes","midwest","no"
282.92,12,27,"cauc","no","midwest","no"
379.87,12,43,"cauc","no","midwest","no"
1443.55,12,15,"cauc","yes","midwest","no"
363.18,16,3,"cauc","yes","midwest","no"
189.93,14,2,"cauc","yes","midwest","no"
1187.08,17,15,"cauc","yes","midwest","no"
398.86,14,6,"cauc","yes","midwest","no"
712.25,16,17,"cauc","yes","midwest","no"
522.32,9,32,"cauc","yes","midwest","no"
760.45,16,17,"cauc","yes","midwest","no"
830.96,12,21,"cauc","yes","midwest","no"
329.22,13,0,"cauc","no","midwest","no"
785.63,18,16,"cauc","no","midwest","no"
586.42,12,29,"cauc","yes","midwest","no"
456.79,12,28,"cauc","yes","midwest","no"
783.48,12,30,"cauc","yes","midwest","no"
118.71,16,11,"cauc","yes","midwest","yes"
902.18,13,20,"cauc","yes","midwest","no"
641.03,15,20,"cauc","no","midwest","no"
617.28,12,5,"cauc","no","midwest","no"
403.61,12,9,"cauc","yes","midwest","no"
251.28,14,4,"cauc","yes","midwest","no"
296.3,13,13,"cauc","no","midwest","no"
356.13,18,10,"cauc","yes","midwest","no"
246.91,12,38,"cauc","no","midwest","no"
770.09,16,28,"cauc","yes","midwest","no"
949.67,10,29,"cauc","yes","midwest","no"
105.82,15,3,"cauc","yes","midwest","no"
830.96,16,18,"cauc","no","midwest","no"
1020.89,16,10,"cauc","no","midwest","no"
569.8,17,18,"cauc","no","midwest","no"
308.64,16,2,"cauc","yes","midwest","yes"
130.58,7,11,"cauc","yes","midwest","no"
87.45,14,0,"cauc","yes","midwest","yes"
617.28,12,19,"cauc","yes","midwest","no"
169.88,12,10,"cauc","yes","midwest","no"
641.03,16,10,"cauc","yes","midwest","no"
593.54,18,44,"cauc","yes","midwest","no"
123.46,14,1,"cauc","no","midwest","no"
801.99,18,21,"cauc","no","midwest","no"
92.59,12,2,"cauc","no","midwest","yes"
237.42,12,28,"cauc","no","midwest","no"
180.04,10,7,"cauc","no","midwest","no"
534.98,12,30,"cauc","no","midwest","no"
569.8,18,27,"cauc","no","midwest","no"
657.64,14,26,"cauc","no","midwest","no"
358.97,14,4,"cauc","no","midwest","no"
569.8,12,31,"cauc","no","midwest","no"
123.46,12,6,"cauc","no","midwest","yes"
226.42,12,17,"cauc","no","midwest","no"
308.64,12,34,"cauc","no","midwest","no"
123.46,14,-1,"cauc","no","midwest","yes"
411.52,18,6,"cauc","no","midwest","no"
379.87,14,5,"cauc","no","midwest","no"
325.93,16,12,"cauc","no","midwest","no"
233.69,12,3,"cauc","no","midwest","no"
325.03,12,23,"cauc","no","midwest","no"
264.55,12,12,"cauc","no","midwest","no"
522.32,18,25,"cauc","no","midwest","no"
308.64,12,3,"cauc","no","midwest","no"
201.8,12,3,"cauc","no","midwest","no"
949.67,13,28,"cauc","no","midwest","no"
2374.15,16,25,"cauc","no","midwest","no"
86.42,13,-1,"cauc","no","midwest","yes"
343.36,15,6,"cauc","no","midwest","no"
208.93,12,4,"cauc","no","midwest","no"
688.51,18,23,"cauc","no","midwest","no"
759.73,12,6,"cauc","no","midwest","no"
372.96,9,12,"cauc","no","midwest","no"
980.39,16,18,"cauc","no","midwest","no"
569.8,11,32,"cauc","no","midwest","no"
367.69,8,37,"cauc","no","midwest","no"
63.49,12,15,"cauc","no","midwest","no"
225.55,15,5,"cauc","no","midwest","no"
617.28,8,46,"cauc","no","midwest","no"
208.93,14,0,"cauc","no","midwest","no"
1435.54,18,44,"cauc","no","midwest","no"
1364.22,14,37,"cauc","no","midwest","no"
332.38,12,20,"cauc","no","midwest","no"
110.3,13,12,"cauc","no","midwest","no"
498.58,12,42,"cauc","no","midwest","no"
166.19,11,2,"cauc","no","midwest","no"
308.64,12,15,"cauc","no","midwest","no"
284.9,12,6,"cauc","no","midwest","no"
664.77,13,32,"cauc","yes","midwest","no"
166.19,17,3,"cauc","yes","midwest","no"
802.47,16,4,"cauc","yes","midwest","no"
63.31,8,54,"cauc","no","midwest","yes"
605.18,12,25,"cauc","no","midwest","no"
536.56,16,6,"cauc","no","midwest","no"
974.36,18,14,"cauc","yes","midwest","no"
830.96,10,12,"cauc","yes","midwest","no"
269.66,11,10,"cauc","yes","midwest","yes"
720.73,12,32,"cauc","yes","midwest","no"
411.52,12,14,"cauc","no","midwest","no"
712.25,12,31,"cauc","no","midwest","no"
664.77,12,32,"cauc","yes","midwest","no"
1305.79,16,26,"cauc","yes","midwest","no"
638.57,12,18,"cauc","yes","midwest","no"
1661.92,18,12,"cauc","yes","midwest","no"
546.06,16,12,"cauc","yes","midwest","no"
388.67,16,34,"cauc","no","midwest","no"
580.97,12,43,"cauc","no","midwest","no"
91.62,12,5,"cauc","no","midwest","no"
478.4,12,19,"cauc","no","midwest","no"
688.51,17,4,"cauc","yes","midwest","no"
500,16,6,"cauc","yes","midwest","no"
688.51,12,40,"cauc","yes","midwest","no"
164.61,13,33,"cauc","no","midwest","yes"
381.48,12,13,"cauc","no","midwest","no"
949.67,12,30,"cauc","no","midwest","no"
252.56,16,17,"cauc","no","midwest","no"
360.87,16,18,"cauc","no","midwest","no"
997.15,16,16,"cauc","no","midwest","no"
219.48,14,6,"cauc","no","midwest","no"
332.38,12,33,"cauc","no","midwest","no"
370.37,14,2,"cauc","yes","midwest","yes"
417.45,12,8,"cauc","yes","midwest","no"
395.45,14,48,"cauc","yes","midwest","no"
236.63,17,3,"cauc","yes","midwest","yes"
645.34,18,36,"cauc","yes","midwest","no"
316,12,12,"cauc","no","midwest","no"
664.77,16,11,"cauc","no","midwest","no"
522.32,12,36,"cauc","no","midwest","no"
236.18,12,4,"cauc","no","midwest","no"
498.58,16,13,"cauc","no","midwest","no"
356.13,12,16,"cauc","no","midwest","no"
546.06,12,6,"afam","no","midwest","no"
902.18,18,13,"cauc","yes","midwest","no"
897.77,14,16,"cauc","yes","midwest","no"
451.09,12,14,"cauc","yes","midwest","no"
427.35,12,13,"cauc","no","midwest","no"
277.15,12,4,"cauc","no","midwest","no"
322.74,15,4,"cauc","no","midwest","no"
129.2,11,3,"cauc","no","midwest","yes"
664.77,12,45,"cauc","no","midwest","no"
664.77,14,15,"cauc","no","midwest","no"
415,11,27,"cauc","no","midwest","no"
356.13,12,15,"cauc","no","midwest","no"
106.84,8,55,"cauc","no","midwest","no"
546.06,14,12,"cauc","yes","midwest","no"
462.96,16,11,"cauc","yes","midwest","no"
759.73,16,9,"cauc","yes","midwest","no"
569.8,12,39,"cauc","no","midwest","no"
217.28,12,0,"cauc","no","midwest","no"
427.35,18,9,"cauc","no","midwest","no"
565.84,16,37,"cauc","no","midwest","no"
95.16,16,8,"cauc","no","midwest","yes"
238.1,12,6,"cauc","no","midwest","no"
1714.68,12,25,"cauc","yes","midwest","no"
270.06,12,2,"cauc","yes","midwest","no"
422.1,12,6,"cauc","no","midwest","no"
356.13,14,3,"cauc","no","midwest","no"
459.37,15,18,"cauc","no","midwest","no"
356.13,13,5,"cauc","no","midwest","no"
339.51,12,6,"cauc","no","midwest","no"
598.29,12,18,"cauc","no","midwest","no"
345.03,12,42,"cauc","no","midwest","no"
356.13,16,3,"cauc","no","midwest","no"
771.6,16,17,"cauc","no","midwest","no"
546.06,16,7,"cauc","yes","midwest","no"
688.51,13,23,"cauc","yes","midwest","no"
61.73,13,0,"cauc","yes","midwest","yes"
641.03,14,7,"cauc","no","midwest","no"
712.25,18,10,"cauc","no","midwest","no"
605.41,17,10,"cauc","no","midwest","no"
379.87,12,15,"cauc","no","midwest","no"
457.35,12,25,"cauc","no","midwest","no"
593.54,15,5,"cauc","no","midwest","no"
97.68,8,56,"cauc","no","midwest","yes"
567.9,18,23,"cauc","no","midwest","no"
86.42,11,9,"cauc","no","midwest","yes"
510.45,16,17,"cauc","no","midwest","no"
522.32,16,15,"cauc","no","midwest","no"
1424.5,15,28,"cauc","no","midwest","no"
954.42,16,15,"cauc","no","midwest","no"
522.32,12,23,"cauc","no","midwest","no"
130.58,18,38,"cauc","no","midwest","no"
474.83,10,37,"cauc","no","midwest","no"
709.25,12,16,"cauc","no","midwest","no"
174.9,14,0,"cauc","no","midwest","yes"
807.22,18,15,"cauc","no","midwest","no"
446.32,12,44,"cauc","no","midwest","no"
493.83,13,10,"cauc","no","midwest","no"
257.2,8,40,"cauc","yes","midwest","no"
721.32,11,26,"cauc","yes","midwest","no"
554.75,12,36,"cauc","no","midwest","no"
178.6,16,0,"cauc","no","midwest","yes"
498.58,12,5,"cauc","yes","midwest","no"
617.28,12,22,"cauc","no","midwest","no"
863.56,12,34,"cauc","no","midwest","no"
546.06,12,9,"cauc","yes","midwest","no"
522.32,16,8,"cauc","no","midwest","no"
593.54,18,18,"cauc","no","midwest","no"
593.54,16,14,"cauc","no","midwest","no"
96.15,12,0,"cauc","yes","midwest","yes"
1020.89,2,41,"cauc","yes","midwest","no"
510.45,14,20,"cauc","yes","midwest","no"
237.42,12,5,"cauc","yes","midwest","no"
524.69,16,17,"cauc","no","midwest","no"
474.83,16,17,"cauc","no","midwest","no"
902.18,13,31,"cauc","no","midwest","no"
164.61,13,7,"cauc","no","midwest","no"
356.13,16,20,"cauc","no","midwest","no"
759.73,12,10,"cauc","no","midwest","no"
234.57,12,17,"cauc","no","midwest","no"
735.99,12,12,"cauc","no","midwest","no"
415.48,12,22,"cauc","no","midwest","no"
356.13,14,11,"cauc","no","midwest","no"
287.27,16,9,"cauc","no","midwest","no"
296.3,12,6,"cauc","no","midwest","no"
308.64,13,17,"cauc","no","midwest","no"
451.09,12,24,"cauc","no","midwest","no"
510.45,12,7,"cauc","no","midwest","no"
301.52,9,17,"cauc","no","midwest","no"
474.83,13,18,"cauc","no","midwest","no"
761.32,12,15,"cauc","no","midwest","no"
721.3,14,23,"cauc","no","midwest","no"
878.44,12,13,"cauc","no","midwest","no"
332.38,12,14,"cauc","no","midwest","no"
316.83,13,37,"cauc","no","midwest","no"
296.77,12,13,"cauc","no","midwest","no"
246.91,12,6,"cauc","no","midwest","no"
333.33,12,34,"cauc","no","midwest","no"
113.94,12,41,"cauc","no","midwest","no"
759.73,12,32,"cauc","yes","midwest","no"
721.45,8,47,"cauc","yes","midwest","no"
399,12,5,"cauc","yes","midwest","no"
334.36,18,8,"cauc","no","midwest","no"
522.32,13,8,"cauc","yes","midwest","no"
332.38,12,10,"cauc","yes","midwest","no"
735.99,16,6,"cauc","yes","midwest","no"
510.45,16,4,"cauc","yes","midwest","no"
546.06,12,22,"cauc","yes","midwest","no"
522.32,17,9,"cauc","yes","midwest","no"
382.72,12,37,"cauc","yes","midwest","no"
323.08,17,9,"cauc","yes","midwest","no"
679.01,18,3,"cauc","yes","midwest","no"
1187.08,18,14,"cauc","yes","midwest","no"
391.74,14,21,"cauc","no","midwest","no"
261.16,12,42,"cauc","no","midwest","no"
1278.66,16,40,"cauc","no","midwest","no"
664.77,17,14,"cauc","no","midwest","no"
58.44,16,3,"cauc","no","midwest","yes"
712.25,18,17,"cauc","no","midwest","no"
1661.92,14,31,"cauc","no","midwest","no"
356.13,12,16,"cauc","no","midwest","no"
451.09,16,11,"cauc","no","midwest","no"
296.3,14,7,"cauc","no","midwest","no"
379.87,12,31,"cauc","no","midwest","no"
118.71,16,3,"cauc","no","midwest","yes"
186.71,18,4,"cauc","no","midwest","yes"
568.73,16,4,"cauc","no","midwest","no"
392.21,12,16,"cauc","no","midwest","no"
658.93,12,26,"cauc","no","midwest","no"
345.68,8,51,"cauc","no","midwest","no"
569.8,18,36,"cauc","no","midwest","no"
170.94,12,2,"cauc","no","midwest","yes"
514.91,18,8,"cauc","no","midwest","no"
546.06,12,12,"cauc","yes","midwest","no"
379.87,16,6,"cauc","yes","midwest","no"
546.06,12,7,"cauc","yes","midwest","no"
379.87,12,8,"cauc","yes","midwest","no"
71.23,13,28,"cauc","no","midwest","no"
134.66,8,56,"cauc","no","midwest","no"
74.79,12,18,"cauc","no","midwest","no"
288.07,12,41,"cauc","no","midwest","no"
546.06,13,21,"cauc","no","midwest","no"
170.94,12,9,"cauc","no","midwest","no"
461.8,11,36,"cauc","no","midwest","no"
120.03,12,46,"cauc","no","midwest","yes"
688.51,12,29,"cauc","yes","midwest","no"
702.75,18,11,"cauc","yes","midwest","no"
187.56,8,52,"cauc","yes","midwest","yes"
189.93,12,2,"cauc","yes","midwest","no"
1099.24,18,25,"cauc","no","midwest","no"
262.67,12,7,"cauc","no","midwest","no"
268.86,14,6,"cauc","no","midwest","no"
444.44,14,47,"cauc","yes","midwest","yes"
925.93,12,31,"cauc","yes","midwest","no"
470.09,16,15,"cauc","yes","midwest","no"
417.47,17,11,"cauc","no","midwest","no"
712.25,12,34,"cauc","yes","midwest","no"
1654.32,11,31,"cauc","yes","midwest","no"
105.82,14,2,"cauc","yes","midwest","yes"
490.74,16,8,"cauc","yes","midwest","no"
569.8,13,16,"cauc","yes","midwest","no"
695.54,12,27,"cauc","yes","midwest","no"
394.68,13,-1,"cauc","yes","midwest","no"
569.8,14,24,"cauc","yes","midwest","no"
688.51,16,15,"cauc","yes","midwest","no"
1481.48,10,40,"cauc","no","midwest","no"
